key,value,timestamp,sentence
Neutral,0.2488,"00:34:23,200 --> 00:34:27,400","- You can get a steak here, daddy-o."
Happy,0.0627,"00:34:23,200 --> 00:34:27,400","- You can get a steak here, daddy-o."
Very Happy,0.0189,"00:34:23,200 --> 00:34:27,400","- You can get a steak here, daddy-o."
Very Sad,0.0175,"00:34:27,500 --> 00:34:30,300","Don't be a-"
Sad,0.2419,"00:34:27,500 --> 00:34:30,300","Don't be a-"
Neutral,0.6920,"00:34:27,500 --> 00:34:30,300","Don't be a-"
Happy,0.0454,"00:34:27,500 --> 00:34:30,300","Don't be a-"
Very Happy,0.0032,"00:34:27,500 --> 00:34:30,300","Don't be a-"
Very Sad,0.0612,"00:34:30,400 --> 00:34:33,800","Oh, after you, kitty-cat."
Sad,0.3706,"00:34:30,400 --> 00:34:33,800","Oh, after you, kitty-cat."
Neutral,0.2393,"00:34:30,400 --> 00:34:33,800","Oh, after you, kitty-cat."
Happy,0.2817,"00:34:30,400 --> 00:34:33,800","Oh, after you, kitty-cat."
Very Happy,0.0471,"00:34:30,400 --> 00:34:33,800","Oh, after you, kitty-cat."
Very Sad,0.0491,"00:34:33,900 --> 00:34:37,600","[ People Chattering ]"
Sad,0.3525,"00:34:33,900 --> 00:34:37,600","[ People Chattering ]"
Neutral,0.4843,"00:34:33,900 --> 00:34:37,600","[ People Chattering ]"
Happy,0.0947,"00:34:33,900 --> 00:34:37,600","[ People Chattering ]"
Very Happy,0.0194,"00:34:33,900 --> 00:34:37,600","[ People Chattering ]"
Very Sad,0.0491,"00:34:51,200 --> 00:34:53,200","[ People Cheering ]"
Sad,0.3525,"00:34:51,200 --> 00:34:53,200","[ People Cheering ]"
Neutral,0.4843,"00:34:51,200 --> 00:34:53,200","[ People Cheering ]"
Happy,0.0947,"00:34:51,200 --> 00:34:53,200","[ People Cheering ]"
Very Happy,0.0194,"00:34:51,200 --> 00:34:53,200","[ People Cheering ]"
Very Sad,0.0333,"00:34:53,300 --> 00:34:57,000","Good evening, ladies and gentlemen."
Sad,0.1056,"00:34:53,300 --> 00:34:57,000","Good evening, ladies and gentlemen."
Neutral,0.1616,"00:34:53,300 --> 00:34:57,000","Good evening, ladies and gentlemen."
Happy,0.5588,"00:34:53,300 --> 00:34:57,000","Good evening, ladies and gentlemen."
Very Happy,0.1407,"00:34:53,300 --> 00:34:57,000","Good evening, ladies and gentlemen."
Very Sad,0.0075,"00:34:53,300 --> 00:34:57,000","Now, how may I help you?"
Sad,0.0726,"00:34:53,300 --> 00:34:57,000","Now, how may I help you?"
Neutral,0.7373,"00:34:53,300 --> 00:34:57,000","Now, how may I help you?"
Happy,0.1714,"00:34:53,300 --> 00:34:57,000","Now, how may I help you?"
Very Happy,0.0113,"00:34:53,300 --> 00:34:57,000","Now, how may I help you?"
Very Sad,0.0459,"00:34:57,100 --> 00:34:59,900","- There's a reservation under Wallace."
Sad,0.3684,"00:34:57,100 --> 00:34:59,900","- There's a reservation under Wallace."
Neutral,0.4043,"00:34:57,100 --> 00:34:59,900","- There's a reservation under Wallace."
Happy,0.1642,"00:34:57,100 --> 00:34:59,900","- There's a reservation under Wallace."
Very Happy,0.0172,"00:34:57,100 --> 00:34:59,900","- There's a reservation under Wallace."
Very Sad,0.0007,"00:34:57,100 --> 00:34:59,900","- Wallace?"
Sad,0.0122,"00:34:57,100 --> 00:34:59,900","- Wallace?"
Neutral,0.9831,"00:34:57,100 --> 00:34:59,900","- Wallace?"
Happy,0.0037,"00:34:57,100 --> 00:34:59,900","- Wallace?"
Very Happy,0.0003,"00:34:57,100 --> 00:34:59,900","- Wallace?"
Very Sad,0.0465,"00:35:00,000 --> 00:35:02,900","- [ Waitin' ln School ] - We reserved a car."
Sad,0.4446,"00:35:00,000 --> 00:35:02,900","- [ Waitin' ln School ] - We reserved a car."
Neutral,0.4509,"00:35:00,000 --> 00:35:02,900","- [ Waitin' ln School ] - We reserved a car."
Happy,0.0497,"00:35:00,000 --> 00:35:02,900","- [ Waitin' ln School ] - We reserved a car."
Very Happy,0.0083,"00:35:00,000 --> 00:35:02,900","- [ Waitin' ln School ] - We reserved a car."
Very Sad,0.0273,"00:35:03,000 --> 00:35:08,500","Oh, a car."
Sad,0.1765,"00:35:03,000 --> 00:35:08,500","Oh, a car."
Neutral,0.3278,"00:35:03,000 --> 00:35:08,500","Oh, a car."
Happy,0.4269,"00:35:03,000 --> 00:35:08,500","Oh, a car."
Very Happy,0.0415,"00:35:03,000 --> 00:35:08,500","Oh, a car."
Very Sad,0.0973,"00:35:03,000 --> 00:35:08,500","Why don't you seat 'em over there in the Chrysler."
Sad,0.6977,"00:35:03,000 --> 00:35:08,500","Why don't you seat 'em over there in the Chrysler."
Neutral,0.1672,"00:35:03,000 --> 00:35:08,500","Why don't you seat 'em over there in the Chrysler."
Happy,0.0296,"00:35:03,000 --> 00:35:08,500","Why don't you seat 'em over there in the Chrysler."
Very Happy,0.0081,"00:35:03,000 --> 00:35:08,500","Why don't you seat 'em over there in the Chrysler."
Very Sad,0.1284,"00:35:08,600 --> 00:35:12,000","School get out, baby Gonna tell you some news"
Sad,0.6797,"00:35:08,600 --> 00:35:12,000","School get out, baby Gonna tell you some news"
Neutral,0.1384,"00:35:08,600 --> 00:35:12,000","School get out, baby Gonna tell you some news"
Happy,0.0354,"00:35:08,600 --> 00:35:12,000","School get out, baby Gonna tell you some news"
Very Happy,0.0182,"00:35:08,600 --> 00:35:12,000","School get out, baby Gonna tell you some news"
Very Sad,0.0362,"00:35:12,000 --> 00:35:14,200","Sure do look good in them baby doll shoes"
Sad,0.2923,"00:35:12,000 --> 00:35:14,200","Sure do look good in them baby doll shoes"
Neutral,0.3736,"00:35:12,000 --> 00:35:14,200","Sure do look good in them baby doll shoes"
Happy,0.2681,"00:35:12,000 --> 00:35:14,200","Sure do look good in them baby doll shoes"
Very Happy,0.0298,"00:35:12,000 --> 00:35:14,200","Sure do look good in them baby doll shoes"
Very Sad,0.1214,"00:35:14,300 --> 00:35:19,000","One, two, buckle the shoes Three, four, get out on the floor"
Sad,0.6602,"00:35:14,300 --> 00:35:19,000","One, two, buckle the shoes Three, four, get out on the floor"
Neutral,0.1795,"00:35:14,300 --> 00:35:19,000","One, two, buckle the shoes Three, four, get out on the floor"
Happy,0.0268,"00:35:14,300 --> 00:35:19,000","One, two, buckle the shoes Three, four, get out on the floor"
Very Happy,0.0122,"00:35:14,300 --> 00:35:19,000","One, two, buckle the shoes Three, four, get out on the floor"
Very Sad,0.2361,"00:35:19,100 --> 00:35:24,400","Five, six, come get your kicks down at the corner of Lincoln and 46th, yeah"
Sad,0.6092,"00:35:19,100 --> 00:35:24,400","Five, six, come get your kicks down at the corner of Lincoln and 46th, yeah"
Neutral,0.0804,"00:35:19,100 --> 00:35:24,400","Five, six, come get your kicks down at the corner of Lincoln and 46th, yeah"
Happy,0.0410,"00:35:19,100 --> 00:35:24,400","Five, six, come get your kicks down at the corner of Lincoln and 46th, yeah"
Very Happy,0.0334,"00:35:19,100 --> 00:35:24,400","Five, six, come get your kicks down at the corner of Lincoln and 46th, yeah"
Very Sad,0.0014,"00:35:27,700 --> 00:35:29,900","All right"
Sad,0.0070,"00:35:27,700 --> 00:35:29,900","All right"
Neutral,0.8641,"00:35:27,700 --> 00:35:29,900","All right"
Happy,0.1173,"00:35:27,700 --> 00:35:29,900","All right"
Very Happy,0.0101,"00:35:27,700 --> 00:35:29,900","All right"
Very Sad,0.0175,"00:35:32,500 --> 00:35:34,800","I've been waitin' in school all day long"
Sad,0.2137,"00:35:32,500 --> 00:35:34,800","I've been waitin' in school all day long"
Neutral,0.7317,"00:35:32,500 --> 00:35:34,800","I've been waitin' in school all day long"
Happy,0.0332,"00:35:32,500 --> 00:35:34,800","I've been waitin' in school all day long"
Very Happy,0.0039,"00:35:32,500 --> 00:35:34,800","I've been waitin' in school all day long"
Very Sad,0.0120,"00:35:34,800 --> 00:35:37,000","Waiting on the bell to ring so I can go home"
Sad,0.0721,"00:35:34,800 --> 00:35:37,000","Waiting on the bell to ring so I can go home"
Neutral,0.4021,"00:35:34,800 --> 00:35:37,000","Waiting on the bell to ring so I can go home"
Happy,0.4886,"00:35:34,800 --> 00:35:37,000","Waiting on the bell to ring so I can go home"
Very Happy,0.0252,"00:35:34,800 --> 00:35:37,000","Waiting on the bell to ring so I can go home"
Very Sad,0.0561,"00:35:37,000 --> 00:35:39,500","Throw my books on the table Pick up the telephone"
Sad,0.5285,"00:35:37,000 --> 00:35:39,500","Throw my books on the table Pick up the telephone"
Neutral,0.3665,"00:35:37,000 --> 00:35:39,500","Throw my books on the table Pick up the telephone"
Happy,0.0387,"00:35:37,000 --> 00:35:39,500","Throw my books on the table Pick up the telephone"
Very Happy,0.0102,"00:35:37,000 --> 00:35:39,500","Throw my books on the table Pick up the telephone"
Very Sad,0.0783,"00:35:39,500 --> 00:35:41,700","- Come on, baby - [ Man ] Coffee, please?"
Sad,0.6310,"00:35:39,500 --> 00:35:41,700","- Come on, baby - [ Man ] Coffee, please?"
Neutral,0.2721,"00:35:39,500 --> 00:35:41,700","- Come on, baby - [ Man ] Coffee, please?"
Happy,0.0135,"00:35:39,500 --> 00:35:41,700","- Come on, baby - [ Man ] Coffee, please?"
Very Happy,0.0052,"00:35:39,500 --> 00:35:41,700","- Come on, baby - [ Man ] Coffee, please?"
Very Sad,0.0241,"00:35:39,500 --> 00:35:41,700","Decaf."
Sad,0.1214,"00:35:39,500 --> 00:35:41,700","Decaf."
Neutral,0.5845,"00:35:39,500 --> 00:35:41,700","Decaf."
Happy,0.2342,"00:35:39,500 --> 00:35:41,700","Decaf."
Very Happy,0.0358,"00:35:39,500 --> 00:35:41,700","Decaf."
Very Sad,0.0488,"00:35:41,700 --> 00:35:44,100","- [ Marilyn ] Just a minute."
Sad,0.4156,"00:35:41,700 --> 00:35:44,100","- [ Marilyn ] Just a minute."
Neutral,0.4796,"00:35:41,700 --> 00:35:44,100","- [ Marilyn ] Just a minute."
Happy,0.0476,"00:35:41,700 --> 00:35:44,100","- [ Marilyn ] Just a minute."
Very Happy,0.0084,"00:35:41,700 --> 00:35:44,100","- [ Marilyn ] Just a minute."
Very Sad,0.0453,"00:35:41,700 --> 00:35:44,100","- Heading down to the drugstore to get a soda pop"
Sad,0.4852,"00:35:41,700 --> 00:35:44,100","- Heading down to the drugstore to get a soda pop"
Neutral,0.4308,"00:35:41,700 --> 00:35:44,100","- Heading down to the drugstore to get a soda pop"
Happy,0.0328,"00:35:41,700 --> 00:35:44,100","- Heading down to the drugstore to get a soda pop"
Very Happy,0.0059,"00:35:41,700 --> 00:35:44,100","- Heading down to the drugstore to get a soda pop"
Very Sad,0.0314,"00:35:44,100 --> 00:35:46,600","Throw a nickel in the jukebox Then we start to rock"
Sad,0.2741,"00:35:44,100 --> 00:35:46,600","Throw a nickel in the jukebox Then we start to rock"
Neutral,0.5682,"00:35:44,100 --> 00:35:46,600","Throw a nickel in the jukebox Then we start to rock"
Happy,0.1100,"00:35:44,100 --> 00:35:46,600","Throw a nickel in the jukebox Then we start to rock"
Very Happy,0.0162,"00:35:44,100 --> 00:35:46,600","Throw a nickel in the jukebox Then we start to rock"
Very Sad,0.1037,"00:35:46,600 --> 00:35:48,700","School's out, baby Gonna tell you some news"
Sad,0.6157,"00:35:46,600 --> 00:35:48,700","School's out, baby Gonna tell you some news"
Neutral,0.2299,"00:35:46,600 --> 00:35:48,700","School's out, baby Gonna tell you some news"
Happy,0.0368,"00:35:46,600 --> 00:35:48,700","School's out, baby Gonna tell you some news"
Very Happy,0.0139,"00:35:46,600 --> 00:35:48,700","School's out, baby Gonna tell you some news"
Very Sad,0.0091,"00:35:48,700 --> 00:35:50,800","You sure do look good in them baby doll shoes"
Sad,0.0535,"00:35:48,700 --> 00:35:50,800","You sure do look good in them baby doll shoes"
Neutral,0.5700,"00:35:48,700 --> 00:35:50,800","You sure do look good in them baby doll shoes"
Happy,0.3380,"00:35:48,700 --> 00:35:50,800","You sure do look good in them baby doll shoes"
Very Happy,0.0295,"00:35:48,700 --> 00:35:50,800","You sure do look good in them baby doll shoes"
Very Sad,0.0438,"00:35:50,800 --> 00:35:53,500","Well, it's one, two Buckle the shoes"
Sad,0.3336,"00:35:50,800 --> 00:35:53,500","Well, it's one, two Buckle the shoes"
Neutral,0.3919,"00:35:50,800 --> 00:35:53,500","Well, it's one, two Buckle the shoes"
Happy,0.2087,"00:35:50,800 --> 00:35:53,500","Well, it's one, two Buckle the shoes"
Very Happy,0.0220,"00:35:50,800 --> 00:35:53,500","Well, it's one, two Buckle the shoes"
Very Sad,0.0420,"00:35:53,600 --> 00:35:55,900","Three, four Get out on the floor"
Sad,0.3056,"00:35:53,600 --> 00:35:55,900","Three, four Get out on the floor"
Neutral,0.5567,"00:35:53,600 --> 00:35:55,900","Three, four Get out on the floor"
Happy,0.0806,"00:35:53,600 --> 00:35:55,900","Three, four Get out on the floor"
Very Happy,0.0151,"00:35:53,600 --> 00:35:55,900","Three, four Get out on the floor"
Very Sad,0.2504,"00:35:56,000 --> 00:35:59,900","Five, six, come get your kicks down at the corner of Lincoln and 46th"
Sad,0.6724,"00:35:56,000 --> 00:35:59,900","Five, six, come get your kicks down at the corner of Lincoln and 46th"
Neutral,0.0595,"00:35:56,000 --> 00:35:59,900","Five, six, come get your kicks down at the corner of Lincoln and 46th"
Happy,0.0081,"00:35:56,000 --> 00:35:59,900","Five, six, come get your kicks down at the corner of Lincoln and 46th"
Very Happy,0.0096,"00:35:56,000 --> 00:35:59,900","Five, six, come get your kicks down at the corner of Lincoln and 46th"
Very Sad,0.0410,"00:35:59,900 --> 00:36:04,600","[ Chattering ]"
Sad,0.2465,"00:35:59,900 --> 00:36:04,600","[ Chattering ]"
Neutral,0.4790,"00:35:59,900 --> 00:36:04,600","[ Chattering ]"
Happy,0.1967,"00:35:59,900 --> 00:36:04,600","[ Chattering ]"
Very Happy,0.0368,"00:35:59,900 --> 00:36:04,600","[ Chattering ]"
Very Sad,0.0501,"00:36:04,700 --> 00:36:07,700","Gonna rock all night Just wait and see"
Sad,0.3505,"00:36:04,700 --> 00:36:07,700","Gonna rock all night Just wait and see"
Neutral,0.4940,"00:36:04,700 --> 00:36:07,700","Gonna rock all night Just wait and see"
Happy,0.0863,"00:36:04,700 --> 00:36:07,700","Gonna rock all night Just wait and see"
Very Happy,0.0191,"00:36:04,700 --> 00:36:07,700","Gonna rock all night Just wait and see"
Very Sad,0.1189,"00:36:07,800 --> 00:36:11,500","[ Man ] Ricky, Ricky, Ricky!"
Sad,0.6360,"00:36:07,800 --> 00:36:11,500","[ Man ] Ricky, Ricky, Ricky!"
Neutral,0.1829,"00:36:07,800 --> 00:36:11,500","[ Man ] Ricky, Ricky, Ricky!"
Happy,0.0416,"00:36:07,800 --> 00:36:11,500","[ Man ] Ricky, Ricky, Ricky!"
Very Happy,0.0207,"00:36:07,800 --> 00:36:11,500","[ Man ] Ricky, Ricky, Ricky!"
Very Sad,0.0844,"00:36:11,500 --> 00:36:16,300","[ Ed Sullivan lmpersonator ] Let's hear it for Ricky Nelson!"
Sad,0.3196,"00:36:11,500 --> 00:36:16,300","[ Ed Sullivan lmpersonator ] Let's hear it for Ricky Nelson!"
Neutral,0.2049,"00:36:11,500 --> 00:36:16,300","[ Ed Sullivan lmpersonator ] Let's hear it for Ricky Nelson!"
Happy,0.2950,"00:36:11,500 --> 00:36:16,300","[ Ed Sullivan lmpersonator ] Let's hear it for Ricky Nelson!"
Very Happy,0.0960,"00:36:11,500 --> 00:36:16,300","[ Ed Sullivan lmpersonator ] Let's hear it for Ricky Nelson!"
Very Sad,0.0146,"00:36:16,300 --> 00:36:19,700","- Fantastic job, Rick."
Sad,0.0340,"00:36:16,300 --> 00:36:19,700","- Fantastic job, Rick."
Neutral,0.1466,"00:36:16,300 --> 00:36:19,700","- Fantastic job, Rick."
Happy,0.6605,"00:36:16,300 --> 00:36:19,700","- Fantastic job, Rick."
Very Happy,0.1444,"00:36:16,300 --> 00:36:19,700","- Fantastic job, Rick."
Very Sad,0.0197,"00:36:16,300 --> 00:36:19,700","Thank you very much."
Sad,0.0509,"00:36:16,300 --> 00:36:19,700","Thank you very much."
Neutral,0.0920,"00:36:16,300 --> 00:36:19,700","Thank you very much."
Happy,0.6668,"00:36:16,300 --> 00:36:19,700","Thank you very much."
Very Happy,0.1706,"00:36:16,300 --> 00:36:19,700","Thank you very much."
Very Sad,0.0012,"00:36:16,300 --> 00:36:19,700","- Vincent!"
Sad,0.0121,"00:36:16,300 --> 00:36:19,700","- Vincent!"
Neutral,0.9428,"00:36:16,300 --> 00:36:19,700","- Vincent!"
Happy,0.0426,"00:36:16,300 --> 00:36:19,700","- Vincent!"
Very Happy,0.0013,"00:36:16,300 --> 00:36:19,700","- Vincent!"
Very Sad,0.1253,"00:36:19,700 --> 00:36:27,000","[ Sullivan ] Just to let you all know, Ricky will be back in the second half of our show,"
Sad,0.5596,"00:36:19,700 --> 00:36:27,000","[ Sullivan ] Just to let you all know, Ricky will be back in the second half of our show,"
Neutral,0.2295,"00:36:19,700 --> 00:36:27,000","[ Sullivan ] Just to let you all know, Ricky will be back in the second half of our show,"
Happy,0.0616,"00:36:19,700 --> 00:36:27,000","[ Sullivan ] Just to let you all know, Ricky will be back in the second half of our show,"
Very Happy,0.0240,"00:36:19,700 --> 00:36:27,000","[ Sullivan ] Just to let you all know, Ricky will be back in the second half of our show,"
Very Sad,0.0030,"00:36:27,000 --> 00:36:31,600","so we hope you enjoy your meals here at Jackrabbit Slim's."
Sad,0.0057,"00:36:27,000 --> 00:36:31,600","so we hope you enjoy your meals here at Jackrabbit Slim's."
Neutral,0.0398,"00:36:27,000 --> 00:36:31,600","so we hope you enjoy your meals here at Jackrabbit Slim's."
Happy,0.7827,"00:36:27,000 --> 00:36:31,600","so we hope you enjoy your meals here at Jackrabbit Slim's."
Very Happy,0.1688,"00:36:27,000 --> 00:36:31,600","so we hope you enjoy your meals here at Jackrabbit Slim's."
Very Sad,0.0161,"00:36:31,700 --> 00:36:34,000","Thank you."
Sad,0.0488,"00:36:31,700 --> 00:36:34,000","Thank you."
Neutral,0.1940,"00:36:31,700 --> 00:36:34,000","Thank you."
Happy,0.6334,"00:36:31,700 --> 00:36:34,000","Thank you."
Very Happy,0.1078,"00:36:31,700 --> 00:36:34,000","Thank you."
Very Sad,0.0015,"00:36:34,100 --> 00:36:37,600","Call for..."
Sad,0.0138,"00:36:34,100 --> 00:36:37,600","Call for..."
Neutral,0.8893,"00:36:34,100 --> 00:36:37,600","Call for..."
Happy,0.0925,"00:36:34,100 --> 00:36:37,600","Call for..."
Very Happy,0.0028,"00:36:34,100 --> 00:36:37,600","Call for..."
Very Sad,0.0299,"00:36:37,600 --> 00:36:42,200","- Phil-lip Mor-ris."
Sad,0.2190,"00:36:37,600 --> 00:36:42,200","- Phil-lip Mor-ris."
Neutral,0.5682,"00:36:37,600 --> 00:36:42,200","- Phil-lip Mor-ris."
Happy,0.1650,"00:36:37,600 --> 00:36:42,200","- Phil-lip Mor-ris."
Very Happy,0.0180,"00:36:37,600 --> 00:36:42,200","- Phil-lip Mor-ris."
Very Sad,0.0042,"00:36:37,600 --> 00:36:42,200","- What do you think?"
Sad,0.0525,"00:36:37,600 --> 00:36:42,200","- What do you think?"
Neutral,0.9004,"00:36:37,600 --> 00:36:42,200","- What do you think?"
Happy,0.0409,"00:36:37,600 --> 00:36:42,200","- What do you think?"
Very Happy,0.0021,"00:36:37,600 --> 00:36:42,200","- What do you think?"
Very Sad,0.0857,"00:36:42,300 --> 00:36:47,000","I think it's like a wax museum with a pulse."
Sad,0.5407,"00:36:42,300 --> 00:36:47,000","I think it's like a wax museum with a pulse."
Neutral,0.3092,"00:36:42,300 --> 00:36:47,000","I think it's like a wax museum with a pulse."
Happy,0.0523,"00:36:42,300 --> 00:36:47,000","I think it's like a wax museum with a pulse."
Very Happy,0.0120,"00:36:42,300 --> 00:36:47,000","I think it's like a wax museum with a pulse."
Very Sad,0.1149,"00:36:47,100 --> 00:36:50,900","Hi, I'm Buddy."
Sad,0.5152,"00:36:47,100 --> 00:36:50,900","Hi, I'm Buddy."
Neutral,0.2276,"00:36:47,100 --> 00:36:50,900","Hi, I'm Buddy."
Happy,0.1065,"00:36:47,100 --> 00:36:50,900","Hi, I'm Buddy."
Very Happy,0.0358,"00:36:47,100 --> 00:36:50,900","Hi, I'm Buddy."
Very Sad,0.0182,"00:36:47,100 --> 00:36:50,900","What can I get you?"
Sad,0.1101,"00:36:47,100 --> 00:36:50,900","What can I get you?"
Neutral,0.6596,"00:36:47,100 --> 00:36:50,900","What can I get you?"
Happy,0.1889,"00:36:47,100 --> 00:36:50,900","What can I get you?"
Very Happy,0.0232,"00:36:47,100 --> 00:36:50,900","What can I get you?"
Very Sad,0.0388,"00:36:51,000 --> 00:36:53,400","[ Lonesome Town ]"
Sad,0.2481,"00:36:51,000 --> 00:36:53,400","[ Lonesome Town ]"
Neutral,0.4796,"00:36:51,000 --> 00:36:53,400","[ Lonesome Town ]"
Happy,0.1986,"00:36:51,000 --> 00:36:53,400","[ Lonesome Town ]"
Very Happy,0.0350,"00:36:51,000 --> 00:36:53,400","[ Lonesome Town ]"
Very Sad,0.0038,"00:36:53,500 --> 00:36:57,800","Let's see, steak, steak, steak."
Sad,0.0071,"00:36:53,500 --> 00:36:57,800","Let's see, steak, steak, steak."
Neutral,0.0363,"00:36:53,500 --> 00:36:57,800","Let's see, steak, steak, steak."
Happy,0.7731,"00:36:53,500 --> 00:36:57,800","Let's see, steak, steak, steak."
Very Happy,0.1798,"00:36:53,500 --> 00:36:57,800","Let's see, steak, steak, steak."
Very Sad,0.0078,"00:36:53,500 --> 00:36:57,800","Oh, yeah, I'll have the Douglas Sirk steak."
Sad,0.0159,"00:36:53,500 --> 00:36:57,800","Oh, yeah, I'll have the Douglas Sirk steak."
Neutral,0.0187,"00:36:53,500 --> 00:36:57,800","Oh, yeah, I'll have the Douglas Sirk steak."
Happy,0.7674,"00:36:53,500 --> 00:36:57,800","Oh, yeah, I'll have the Douglas Sirk steak."
Very Happy,0.1901,"00:36:53,500 --> 00:36:57,800","Oh, yeah, I'll have the Douglas Sirk steak."
Very Sad,0.0153,"00:36:57,900 --> 00:37:00,700","- I'll have that."
Sad,0.1067,"00:36:57,900 --> 00:37:00,700","- I'll have that."
Neutral,0.5771,"00:36:57,900 --> 00:37:00,700","- I'll have that."
Happy,0.2840,"00:36:57,900 --> 00:37:00,700","- I'll have that."
Very Happy,0.0169,"00:36:57,900 --> 00:37:00,700","- I'll have that."
Very Sad,0.0146,"00:36:57,900 --> 00:37:00,700","- How do you want that cooked?"
Sad,0.2081,"00:36:57,900 --> 00:37:00,700","- How do you want that cooked?"
Neutral,0.7355,"00:36:57,900 --> 00:37:00,700","- How do you want that cooked?"
Happy,0.0383,"00:36:57,900 --> 00:37:00,700","- How do you want that cooked?"
Very Happy,0.0035,"00:36:57,900 --> 00:37:00,700","- How do you want that cooked?"
Very Sad,0.0786,"00:37:00,700 --> 00:37:04,000","- Burned to a crisp or bloody as hell?"
Sad,0.6284,"00:37:00,700 --> 00:37:04,000","- Burned to a crisp or bloody as hell?"
Neutral,0.2786,"00:37:00,700 --> 00:37:04,000","- Burned to a crisp or bloody as hell?"
Happy,0.0101,"00:37:00,700 --> 00:37:04,000","- Burned to a crisp or bloody as hell?"
Very Happy,0.0042,"00:37:00,700 --> 00:37:04,000","- Burned to a crisp or bloody as hell?"
Very Sad,0.0341,"00:37:00,700 --> 00:37:04,000","- Bloody as hell, and-"
Sad,0.3370,"00:37:00,700 --> 00:37:04,000","- Bloody as hell, and-"
Neutral,0.5878,"00:37:00,700 --> 00:37:04,000","- Bloody as hell, and-"
Happy,0.0353,"00:37:00,700 --> 00:37:04,000","- Bloody as hell, and-"
Very Happy,0.0058,"00:37:00,700 --> 00:37:04,000","- Bloody as hell, and-"
Very Sad,0.0594,"00:37:04,100 --> 00:37:06,800","Oh, yeah, look at this- vanilla Coke."
Sad,0.2867,"00:37:04,100 --> 00:37:06,800","Oh, yeah, look at this- vanilla Coke."
Neutral,0.1705,"00:37:04,100 --> 00:37:06,800","Oh, yeah, look at this- vanilla Coke."
Happy,0.4080,"00:37:04,100 --> 00:37:06,800","Oh, yeah, look at this- vanilla Coke."
Very Happy,0.0754,"00:37:04,100 --> 00:37:06,800","Oh, yeah, look at this- vanilla Coke."
Very Sad,0.0113,"00:37:06,900 --> 00:37:08,900","What about you, Peggy Sue?"
Sad,0.1002,"00:37:06,900 --> 00:37:08,900","What about you, Peggy Sue?"
Neutral,0.8232,"00:37:06,900 --> 00:37:08,900","What about you, Peggy Sue?"
Happy,0.0588,"00:37:06,900 --> 00:37:08,900","What about you, Peggy Sue?"
Very Happy,0.0065,"00:37:06,900 --> 00:37:08,900","What about you, Peggy Sue?"
Very Sad,0.0033,"00:37:08,900 --> 00:37:12,300","I'll have the..."
Sad,0.0187,"00:37:08,900 --> 00:37:12,300","I'll have the..."
Neutral,0.6923,"00:37:08,900 --> 00:37:12,300","I'll have the..."
Happy,0.2704,"00:37:08,900 --> 00:37:12,300","I'll have the..."
Very Happy,0.0153,"00:37:08,900 --> 00:37:12,300","I'll have the..."
Very Sad,0.1165,"00:37:12,300 --> 00:37:16,700","Durward Kirby burger, bloody."
Sad,0.4614,"00:37:12,300 --> 00:37:16,700","Durward Kirby burger, bloody."
Neutral,0.2663,"00:37:12,300 --> 00:37:16,700","Durward Kirby burger, bloody."
Happy,0.1098,"00:37:12,300 --> 00:37:16,700","Durward Kirby burger, bloody."
Very Happy,0.0461,"00:37:12,300 --> 00:37:16,700","Durward Kirby burger, bloody."
Very Sad,0.0098,"00:37:16,700 --> 00:37:20,600","And... a five-dollar shake."
Sad,0.0618,"00:37:16,700 --> 00:37:20,600","And... a five-dollar shake."
Neutral,0.5969,"00:37:16,700 --> 00:37:20,600","And... a five-dollar shake."
Happy,0.3127,"00:37:16,700 --> 00:37:20,600","And... a five-dollar shake."
Very Happy,0.0188,"00:37:16,700 --> 00:37:20,600","And... a five-dollar shake."
Very Sad,0.0324,"00:37:20,600 --> 00:37:23,500","How do you want that shake, Martin and Lewis, or Amos 'n Andy?"
Sad,0.3424,"00:37:20,600 --> 00:37:23,500","How do you want that shake, Martin and Lewis, or Amos 'n Andy?"
Neutral,0.5814,"00:37:20,600 --> 00:37:23,500","How do you want that shake, Martin and Lewis, or Amos 'n Andy?"
Happy,0.0383,"00:37:20,600 --> 00:37:23,500","How do you want that shake, Martin and Lewis, or Amos 'n Andy?"
Very Happy,0.0055,"00:37:20,600 --> 00:37:23,500","How do you want that shake, Martin and Lewis, or Amos 'n Andy?"
Very Sad,0.0013,"00:37:23,500 --> 00:37:27,700","- Martin and Lewis."
Sad,0.0095,"00:37:23,500 --> 00:37:27,700","- Martin and Lewis."
Neutral,0.9335,"00:37:23,500 --> 00:37:27,700","- Martin and Lewis."
Happy,0.0540,"00:37:23,500 --> 00:37:27,700","- Martin and Lewis."
Very Happy,0.0017,"00:37:23,500 --> 00:37:27,700","- Martin and Lewis."
Very Sad,0.0041,"00:37:23,500 --> 00:37:27,700","- Did you just order a five-dollar shake?"
Sad,0.0786,"00:37:23,500 --> 00:37:27,700","- Did you just order a five-dollar shake?"
Neutral,0.9063,"00:37:23,500 --> 00:37:27,700","- Did you just order a five-dollar shake?"
Happy,0.0099,"00:37:23,500 --> 00:37:27,700","- Did you just order a five-dollar shake?"
Very Happy,0.0010,"00:37:23,500 --> 00:37:27,700","- Did you just order a five-dollar shake?"
Very Sad,0.0241,"00:37:27,700 --> 00:37:29,800","Mm-hmm."
Sad,0.1214,"00:37:27,700 --> 00:37:29,800","Mm-hmm."
